fill	x	y	showSelectedlegendfill
#000000	1.71080055520811	-2.05162481642626	min
#000000	1.65564225297093	-2.31193923446269	min
#000000	1.62062427222695	-1.5940821087553	min
#000000	1.60752259674322	-2.45445268553032	min
#000000	1.61935972946482	-1.06084602378678	min
#000000	1.81585503494969	-1.57437844869009	min
#000000	1.70718670661173	-2.02259748600463	min
#000000	1.66162385851159	-2.49581135932849	min
#000000	1.64075348118443	-2.09867554215653	min
#000000	1.60888021170078	-2.13747088938364	min
#000000	1.63276252875225	-1.76507622025751	min
#000000	1.81827275212282	-1.46319929103772	min
#000000	1.67386120066987	-2.24378866269734	min
#000000	1.64075348118443	-1.45090493256625	min
#000000	1.63040563993356	-2.47459916457854	min
#000000	1.63851008693496	-2.22513263092521	min
#000000	1.79606119914403	-2.74815219887846	min
#000000	1.78653041485268	-1.44842451730519	min
#000000	1.75346059894141	-0.527220033782086	min
#000000	1.69737287371485	-0.790054087682704	min
#000000	1.70718670661173	-1.71653099879687	min
#000000	1.83593398685472	-2.61844731208168	min
#000000	1.75770146642842	-3.45618513248875	min
#000000	1.695806132463	-4.3905998742975	min
#000000	1.86753868489165	-0.334239813461672	min
#000000	1.78653041485268	-2.24966200786092	min
#000000	1.75292181070918	-1.46271535098432	min
#000000	1.69737287371485	-2.28085279760739	min
#000000	1.70718670661173	-1.79529054352186	min
#000000	1.85839874429352	-2.10351100268058	min
#000000	1.77212163439586	-2.38680971083031	min
#000000	1.74573294470654	-1.87445115597226	min
#000000	1.69501678201357	-2.48374869783342	min
#000000	1.69815033940554	-2.21910745587467	min
#000000	1.82560936331963	0.366786934929725	min
#000000	1.73209601101843	-0.982407561651588	min
#000000	1.68181036945077	-1.62300220854809	min
#000000	1.65564225297093	-0.54848642936199	min
#000000	1.63158832825324	-0.701089942051018	min
#000000	1.64406148502088	-0.135288942518182	min
#000000	1.82232239886402	-1.22641070047457	min
#000000	1.72575696101378	-1.64891680876728	min
#000000	1.66453268051606	-2.1820313546334	min
#000000	1.62801433742922	-1.78499979065803	min
#000000	1.62187920421241	-2.65344805665949	min
#000000	1.63392835422899	-2.43198493524015	min
#000000	1.67386120066987	-2.00878978497463	min
#000000	1.64406148502088	-1.78197380822653	min
#000000	1.62558767318528	-1.32739861084306	min
#000000	1.80386005001887	-1.67658366254634	min
#000000	1.70791632199672	-2.86951831458994	min
#000000	1.65152676960581	-3.31285829980629	min
#000000	1.61808543795914	-2.09996609777304	min
#000000	1.60752259674322	-2.53474269732409	min
#000000	1.61550704222902	-2.28873257937023	min
#000000	1.75874286533891	-2.67132058396559	min
#000000	1.71363144271043	-3.73710989124937	min
#000000	1.69969364431463	-3.52915838079037	min
#000000	1.83743301017525	-0.983725301205139	min
#000000	1.75874286533891	-2.29412814943138	min
#000000	1.71292862109817	-3.95290089288669	min
#000000	1.69892391754576	-3.71148163256231	min
#000000	1.66644278137904	-3.813998190734	min
#000000	1.65564225297093	-2.8035638058925	min
#000000	1.82945360871855	-1.89442912576797	min
#000000	1.66356896183731	-2.52476996591227	min
#000000	1.86801543418726	0.312897746645926	min
#000000	1.79565978525711	-2.79338717020246	min
#000000	1.78653041485268	-2.22024888806981	min
#000000	1.75346059894141	-1.22698578981869	min
#000000	1.78991801093228	-1.26300770612814	min
#000000	1.69262435098263	-3.19071395167896	min
#000000	1.64514931173688	-2.64933344186798	min
#000000	1.59913701799709	-2.4371650887702	min
#000000	1.59478177100377	-2.94519321441802	min
#000000	1.61680125683511	-1.08574237140872	min
#000000	1.79844618179886	-0.0467413946382703	min
#000000	1.68855330755176	-1.72842897417433	min
#000000	1.63737667622902	-2.67599448528464	min
#000000	1.59624606804037	-2.47359842974241	min
#000000	1.6047738008405	-0.878422959722997	min
#000000	1.61288792166534	-1.36652286315672	min
#000000	1.80423894745445	-0.427000141593961	min
#000000	1.65462322824375	-2.95681094150192	min
#000000	1.7944487099264	-2.29944478292824	min
#000000	1.68937607351134	-2.35984082666725	min
#000000	1.64186366394411	-2.39511637668311	min
#000000	1.60056406759735	-2.03526680123303	min
#000000	1.57939722847365	-2.75185964155239	min
#000000	1.59031111151726	-2.09093086947349	min
#000000	1.83773086231239	-1.5694993061199	min
#000000	1.7582230880035	-2.55367571122025	min
#000000	1.71292862109817	-3.14350684004389	min
#000000	1.69969364431463	-2.67486288930025	min
#000000	1.8015651024153	-1.54189778266899	min
#000000	1.69501678201357	-1.8495647608786	min
#000000	1.65048122380753	-1.76038737699505	min
#000000	1.60752259674322	-1.29433821750066	min
#000000	1.6047738008405	-1.51122916243589	min
#000000	1.61022686232037	-1.43842177012327	min
#000000	1.82331667615579	-3.08421964157705	min
#000000	1.72314488705205	-1.63999739561793	min
#000000	1.67386120066987	-2.36922310768891	min
#000000	1.64186366394411	-1.95543306171878	min
#000000	1.62680548626165	-2.62397696569135	min
#000000	1.63392835422899	-1.78054015156507	min
#000000	1.823975599746	-0.817474870085549	min
#000000	1.72182175501809	-1.95834251367758	min
#000000	1.67295269137445	-2.09912224501697	min
#000000	1.63623532049494	-2.22627637763516	min
#000000	1.62436077364851	-0.969349123434088	min
#000000	1.63963565507242	-1.35404928448966	min
#000000	1.82786478490271	-2.5282153577819	min
#000000	1.73333240671587	-2.95181746363442	min
#000000	1.67832688312899	-2.06965011601541	min
#000000	1.65256556529519	-2.192494759348	min
#000000	1.63158832825324	-3.21398400729557	min
#000000	1.64836955136057	-1.88845071461476	min
#000000	1.83743301017525	-2.79847615659388	min
#000000	1.7582230880035	-1.88731770384107	min
#000000	1.71292862109817	-2.2645019781184	min
#000000	1.69892391754576	-3.63994538455126	min
#000000	1.66644278137904	-2.18864417486378	min
#000000	1.65564225297093	-1.88872222310863	min
#000000	1.68855330755176	-2.25317160045366	min
#000000	1.65866101678505	-1.70879797141474	min
#000000	1.81016689811596	-1.64594626915184	min
#000000	1.70423309151981	-3.1696635970163	min
#000000	1.61156271226651	-2.20879407989153	min
#000000	1.59181450560137	1.29870702595228	min
#000000	1.83743301017525	-0.6459754379189	min
#000000	1.75926081062039	-3.4917937363771	min
#000000	1.71363144271043	-2.69444234525251	min
#000000	1.69892391754576	-2.59059956264909	min
#000000	1.66644278137904	-3.29467890443416	min
#000000	1.65564225297093	-3.06319847331874	min
#000000	1.8677772718818	-0.731175513353232	min
#000000	1.79606119914403	-4.25633423272042	min
#000000	1.78653041485268	-3.64475306443566	min
#000000	1.75292181070918	-2.91848166957968	min
#000000	1.695806132463	-3.07812182344838	min
#000000	1.70718670661173	-3.5951747967624	min
#000000	1.80499370826896	-1.23060425436579	min
#000000	1.70718670661173	-2.40010009986334	min
#000000	1.65359769170101	-2.16452741933299	min
#000000	1.62062427222695	-0.687648990329498	min
#000000	1.60752259674322	-1.97230784768163	min
#000000	1.61808543795914	-1.79145048352887	min
#000000	1.81515651213153	-1.7287224928607	min
#000000	1.71080055520811	-2.99369240830781	min
#000000	1.66356896183731	-2.39384240900894	min
#000000	1.62436077364851	-2.45146809824182	min
#000000	1.61022686232037	-2.94156329774878	min
#000000	1.63040563993356	-2.27442100898424	min
#000000	1.83743301017525	-1.62565074790082	min
#000000	1.75926081062039	-2.88075135629261	min
#000000	1.53975317897557	-2.90432775192383	min
#000000	1.56600662976001	-1.24783825664575	min
#000000	1.7363795556717	-1.84031191613813	min
#000000	1.68855330755176	-1.32644907731181	min
#000000	1.65564225297093	-2.03986737704075	min
#000000	1.63963565507242	-1.97843892771407	min
#000000	1.77769469954037	-1.75963572646879	min
#000000	1.65256556529519	-3.64380244963731	min
#000000	1.6047738008405	-3.64075310247573	min
#000000	1.5271796258079	-3.32015192487807	min
#000000	1.55523479881416	-3.54012769937086	min
#000000	1.60056406759735	-3.39208847325991	min
#000000	1.817929914244	-1.51599351632636	min
#000000	1.7198151588095	-3.35241727112565	min
#000000	1.66453268051606	-3.31556291163119	min
#000000	1.62436077364851	-3.25719683419258	min
#000000	1.61808543795914	-3.36849255313037	min
#000000	1.63508591530806	-2.22707696354275	min
#000000	1.83773086231239	-1.26416377944306	min
#000000	1.75874286533891	-3.84434452978627	min
#000000	1.66644278137904	-2.38996995377283	min
#000000	1.7952572364601	-2.73316794530827	min
#000000	1.68094671489461	-2.91382138997032	min
#000000	1.62680548626165	-3.39089227270794	min
#000000	1.77400322847894	-2.35500453571508	min
#000000	1.65152676960581	-3.75617348579731	min
#000000	1.61550704222902	-2.63136534550262	min
#000000	1.5205435226343	-3.30463883970492	min
#000000	1.56248982174286	-2.05331292080307	min
#000000	1.55149071327081	-2.84614705802651	min
#000000	1.83713451074748	-3.25292872413111	min
#000000	1.7582230880035	-2.79530852256331	min
#000000	1.71292862109817	-1.99137139951716	min
#000000	1.69892391754576	-2.06761231467541	min
#000000	1.66644278137904	-2.81094300609697	min
#000000	1.65564225297093	-1.71371170079029	min
#000000	1.8303982166304	-0.843481462241392	min
#000000	1.73817853498308	-2.46395465220611	min
#000000	1.68772617824372	-2.3823829181867	min
#000000	1.66162385851159	-3.35909630858561	min
#000000	1.63963565507242	-2.71969299407348	min
#000000	1.65152676960581	-2.09822536159321	min
#000000	1.73995613014164	-1.88462775112467	min
#000000	1.68937607351134	-1.81162369068633	min
#000000	1.66356896183731	-0.875272470678669	min
#000000	1.63963565507242	-1.37163612723275	min
#000000	1.65359769170101	-0.519970072758251	min
#000000	1.57777944725274	-1.13910293496103	min
#000000	1.52499483819538	-2.21998324190413	min
#000000	1.79606119914403	-2.78224980386037	min
#000000	1.78653041485268	-2.57638419540026	min
#000000	1.75346059894141	-1.26854277055177	min
#000000	1.69737287371485	-3.13873040990624	min
#000000	1.70718670661173	-1.33603912630793	min
#000000	1.65359769170101	-1.35202161138312	min
#000000	1.73516811628113	-2.22679775215415	min
#000000	1.68521817271399	-4.62775344435683	min
#000000	1.65564225297093	-2.87293440094364	min
#000000	1.63040563993356	-4.08611524138194	min
#000000	1.64296630020017	-2.27455701641043	min
#000000	1.82882026639122	-0.937830959296931	min
#000000	1.73577506018145	-1.34394551258841	min
#000000	1.68855330755176	-1.61300920599849	min
#000000	1.65564225297093	-1.60518556256327	min
#000000	1.63623532049494	-2.802107410479	min
#000000	1.65152676960581	-2.81874926226507	min
#000000	1.79240710398514	-1.16594726528539	min
#000000	1.66926554801688	-2.65523367405764	min
#000000	1.61156271226651	-3.38346969794552	min
#000000	1.57283234245699	-2.41983942910557	min
#000000	1.86849049042529	-0.248516388611438	min
#000000	1.79565978525711	-3.54137660211948	min
#000000	1.78567086182247	-2.99633263390613	min
#000000	1.75346059894141	-1.51942186784521	min
#000000	1.69737287371485	-2.95967864639417	min
#000000	1.70718670661173	-2.19799850808922	min
#000000	1.83008406395481	-0.328836299397326	min
#000000	1.73995613014164	-2.29297437041096	min
#000000	1.68937607351134	-1.12547342446354	min
#000000	1.66259937683199	-2.51921979029674	min
#000000	1.63963565507242	-2.72756812019559	min
#000000	1.65256556529519	-0.973983194589585	min
#000000	1.83773086231239	-2.04647847368142	min
#000000	1.69969364431463	-3.04442729910947	min
#000000	1.86872738718107	-0.228921649030863	min
#000000	1.75346059894141	-1.61560445023091	min
#000000	1.81724170397119	-1.58297504068161	min
#000000	1.71151320571678	-1.4875536798572	min
#000000	1.66259937683199	-2.92882977269516	min
#000000	1.53771854532458	-2.1906642299195	min
#000000	1.58416058018474	-2.37284813989395	min
#000000	1.54958815810917	-1.77809921593904	min
#000000	1.57115110896884	-2.34169857674948	min
#000000	1.82064932125218	-2.58754970254539	min
#000000	1.71846254557336	-1.97396039038045	min
#000000	1.67386120066987	-2.43158476959732	min
#000000	1.63623532049494	-3.49477907473502	min
#000000	1.61550704222902	-2.49847198753198	min
#000000	1.63851008693496	-2.32114106291545	min
#000000	1.8297691956749	-2.54067941795394	min
#000000	1.73877341913484	-2.52289837698839	min
#000000	1.63963565507242	-2.94073726086504	min
#000000	1.83743301017525	-1.91293750031479	min
#000000	1.75926081062039	-2.53224889741646	min
#000000	1.71363144271043	-2.42718888362896	min
#000000	1.69969364431463	-4.44036322661082	min
#000000	1.66644278137904	-2.87640464588167	min
#000000	1.65564225297093	-2.22205353342525	min
#000000	1.81089064982804	0.354260409061408	min
#000000	1.69422339421838	-0.792176423452254	min
#000000	1.64514931173688	-1.49729456682068	min
#000000	1.59478177100377	-0.702315109606578	min
#000000	1.60197909050574	-0.946341798817221	min
#000000	1.62187920421241	-0.236225918834827	min
#000000	1.78173796338328	-0.82619958960672	min
#000000	1.66162385851159	-2.66878742833584	min
#000000	1.62801433742922	-2.72437949783429	min
#000000	1.58726369730255	-2.36959372454231	min
#000000	1.53975317897557	-2.8630724609983	min
#000000	1.58726369730255	-0.49266688245705	min
#000000	1.83773086231239	-1.354176895389	min
#000000	1.75977693591628	-3.22424001777776	min
#000000	1.71363144271043	-2.88053087534656	min
#000000	1.69969364431463	-2.69446110455894	min
#000000	1.66644278137904	-2.99791451691964	min
#000000	1.65564225297093	-2.18692739695057	min
#000000	1.86682036148722	-0.594145125240745	min
#000000	1.79565978525711	-2.9286431049021	min
#000000	1.78610128168745	-2.75359222524157	min
#000000	1.75238104957734	-1.66915343130907	min
#000000	1.69737287371485	-2.70662010955546	min
#000000	1.70718670661173	-1.88838309180206	min
#000000	1.82560936331963	-2.49287288222638	min
#000000	1.7283246555495	-2.45778908378764	min
#000000	1.6800782821876	-2.39248915444128	min
#000000	1.64730325573662	-1.71337404453251	min
#000000	1.62680548626165	-2.82656470842608	min
#000000	1.64075348118443	-1.80205135046283	min
#000000	1.61808543795914	-2.66701090694632	min
#000000	1.53975317897557	-2.25915407324333	min
#000000	1.82064932125218	-0.895371400769634	min
#000000	1.74171281233321	-1.78127895558075	min
#000000	1.5933046536325	-2.15130828081579	min
#000000	1.56773856348363	-2.23932119957232	min
#000000	1.48034218873659	-2.69407940185116	min
#000000	1.4657368903269	-2.15312625256799	min
#000000	1.53147049273831	-2.3254047569407	min
#000000	1.80649123451993	-2.88791095339456	min
#000000	1.708642484306	-3.03256793700117	min
#000000	1.64730325573662	-3.69604971873221	min
#000000	1.61420264720442	-2.18316493888006	min
#000000	1.82132096623176	-2.72262861943474	min
#000000	1.72445656094585	-1.98166392935082	min
#000000	1.67566268329655	-1.95241199483049	min
#000000	1.64622987198262	-1.94730298765678	min
#000000	1.62680548626165	-1.5496567270264	min
#000000	1.64075348118443	-1.84884995093944	min
#000000	1.82818401200593	-0.610589428217669	min
#000000	1.73147397790809	-1.8605839051937	min
#000000	1.68437314927593	-2.08985800418605	min
#000000	1.65152676960581	-2.6910710296094	min
#000000	1.63276252875225	-2.10489911770393	min
#000000	1.64406148502088	-2.71737810379187	min
#000000	1.67019541559399	-3.65488303181799	min
#000000	1.61808543795914	-1.15798947739495	min
#000000	1.8209855484941	-2.76246560424385	min
#000000	1.72182175501809	-2.34103761872474	min
#000000	1.66644278137904	-2.42818949943418	min
#000000	1.63392835422899	-3.69919505728697	min
#000000	1.61022686232037	0.802141990510431	min
#000000	1.63737667622902	-3.08467521725352	min
#000000	1.64514931173688	-1.38416455069207	min
#000000	1.59769775015494	-1.14019112566956	min
#000000	1.82031228082514	-2.71814621111592	min
#000000	1.7198151588095	-3.53920772877623	min
#000000	1.66738929214146	-0.981628021493382	min
#000000	1.63040563993356	-2.87216666373813	min
#000000	1.61680125683511	-2.69563397675129	min
#000000	1.63963565507242	-3.23118618426824	min
#000000	1.78480613289032	-2.58549348727582	min
#000000	1.67203892890959	-2.44691922287895	min
#000000	1.55890016225773	-3.28699707597939	min
#000000	1.73209601101843	-1.68678272686848	min
#000000	1.68605865521564	-1.32429063419703	min
#000000	1.65256556529519	-0.821865465899238	min
#000000	1.63508591530806	-0.783270256444325	min
#000000	1.64406148502088	-0.283537066881296	min
#000000	1.78738484982998	-2.43459730630153	min
#000000	1.66738929214146	-2.34083360714338	min
#000000	1.62436077364851	-2.92365008415094	min
#000000	1.58099983724182	-2.7419801784506	min
#000000	1.55337279175276	-2.76600129946674	min
#000000	1.5933046536325	-2.03043223713955	min
#000000	1.68772617824372	-2.16231529072348	min
#000000	1.66259937683199	-3.12956623795784	min
#000000	1.64075348118443	-2.85104273329841	min
#000000	1.72959229765443	-1.83068806148074	min
#000000	1.6800782821876	0.186422814535106	min
#000000	1.63040563993356	-1.97347549310312	min
#000000	1.72959229765443	-0.735127649789179	min
#000000	1.65256556529519	-1.93853218826558	min
#000000	1.79363557064939	-0.81452450109876	min
#000000	1.68352353885613	-3.58676303497362	min
#000000	1.62436077364851	-3.4697816025108	min
#000000	1.58879425075762	-3.03649390167393	min
#000000	1.59031111151726	-3.32984834280263	min
#000000	1.80834105702874	-0.419128615079381	min
#000000	1.70198007088883	-1.38480560264044	min
#000000	1.64406148502088	-1.85267862328269	min
#000000	1.60056406759735	-2.38479430581231	min
#000000	1.59478177100377	-0.137896143280529	min
#000000	1.59913701799709	-2.59214912384275	min
#000000	1.82945360871855	-0.176892140653297	min
#000000	1.73455870533473	-0.540284696754131	min
#000000	1.68521817271399	-3.11583122818499	min
#000000	1.65665484258812	-2.20964446008616	min
#000000	1.63623532049494	-1.74811119534346	min
#000000	1.64514931173688	-2.66751380367728	min
#000000	1.82463141352458	0.365534393205849	min
#000000	1.72510815885801	-2.17363109893519	min
#000000	1.63623532049494	-1.51782596270153	min
#000000	1.82528414497544	-2.87610379006556	min
#000000	1.72575696101378	-2.86708436268963	min
#000000	1.68094671489461	-2.06950213297621	min
#000000	1.63623532049494	-1.46641349158521	min
#000000	1.62680548626165	-2.96508731779465	min
#000000	1.64186366394411	-1.82496233152918	min
#000000	1.80686314596291	-0.523780897279555	min
#000000	1.709365223977	-2.12945088753886	min
#000000	1.65359769170101	-3.27702522463081	min
#000000	1.61808543795914	-3.12809015116004	min
#000000	1.60338227392527	-2.94068966419459	min
#000000	1.61420264720442	-1.98539864368322	min
#000000	1.82913729999432	-0.566723830946002	min
#000000	1.73577506018145	-2.87669686913471	min
#000000	1.68855330755176	-1.69250979370458	min
#000000	1.65564225297093	-1.11180493672694	min
#000000	1.63737667622902	-1.95005622593429	min
#000000	1.64622987198262	-3.156867210293	min
#000000	1.80271722811583	-1.55725512866105	min
#000000	1.68772617824372	-2.84470725124787	min
#000000	1.63963565507242	-0.598764606445682	min
#000000	1.82945360871855	-3.00852967684686	min
#000000	1.73577506018145	-3.72467001075785	min
#000000	1.68605865521564	-2.95077102676259	min
#000000	1.65462322824375	-2.74745047968851	min
#000000	1.63158832825324	-3.90766171360701	min
#000000	1.64296630020017	-2.28946614406653	min
#000000	1.65462322824375	-2.75386772364656	min
#000000	1.62436077364851	-2.93398064780366	min
#000000	1.61022686232037	-3.07992322152345	min
#000000	1.79199525442207	-2.49979532924145	min
#000000	1.61156271226651	-1.13269180162643	min
#000000	1.58726369730255	-2.88282165117564	min
#000000	1.64075348118443	-2.93741133562524	min
#000000	1.61156271226651	-2.23798281376023	min
#000000	1.6047738008405	-2.37729328381007	min
#000000	2.15569735632167	1.2211634227848	min
#000000	2.16205316619808	0.387578057811484	min
#000000	2.13869841791884	0.517614750327704	min
#000000	2.13413928302383	0.643163120663947	min
#000000	2.09041297567357	0.427306102095714	min
#000000	2.02479506378288	1.05481949004022	min
#000000	1.67832688312899	-2.2748474934939	min
#000000	1.65462322824375	-1.16653546393832	min
#000000	1.63158832825324	-2.15971211487302	min
#000000	1.82913729999432	-2.28578127407274	min
#000000	1.73577506018145	-1.96934760929659	min
#000000	1.68521817271399	-1.66397797183029	min
#000000	1.65665484258812	-1.51731164116984	min
#000000	1.63737667622902	-2.26533059632072	min
#000000	1.64514931173688	-2.01323580359198	min
#000000	1.60615385014149	-2.50336063904381	min
#000000	1.53771854532458	-0.991095946819347	min
#000000	1.56070427297465	-2.08994852863318	min
#000000	1.62558767318528	-2.28029189483162	min
#000000	1.57939722847365	-3.27654375428128	min
#000000	1.58879425075762	-3.43849406272408	min
#000000	1.82882026639122	-2.12695791652847	min
#000000	1.73271548071837	-2.88777271397494	min
#000000	1.68521817271399	-4.27054842413956	min
#000000	1.81689632373067	-0.503090854153347	min
#000000	1.65665484258812	-1.7587819431528	min
#000000	1.62187920421241	-1.72021131577821	min
#000000	1.81480593941327	-1.77099845982876	min
#000000	1.709365223977	-1.93689357984955	min
#000000	1.65359769170101	-2.03679617802522	min
#000000	1.62312466055847	-2.44485996210314	min
#000000	1.60888021170078	-2.75656339367973	min
#000000	1.62436077364851	-2.0106261742634	min
#000000	1.80079177920346	-1.30333198041511	min
#000000	1.69815033940554	-2.37486130342769	min
#000000	1.63963565507242	-0.968550332844171	min
#000000	1.61022686232037	-2.65736083166897	min
#000000	1.59478177100377	-2.82475457364667	min
#000000	1.60888021170078	-1.14573249102907	min
#000000	1.82850250477859	-2.07888594127158	min
#000000	1.73394680849809	-1.55794933796695	min
#000000	1.68605865521564	-3.97323560773616	min
#000000	1.65256556529519	-2.21769897810802	min
#000000	1.63158832825324	-2.68731911433184	min
#000000	1.64406148502088	-2.59783196757099	min
#000000	1.81585503494969	0.0803541481543539	min
#000000	1.71008457105669	-2.17764386239654	min
#000000	1.65256556529519	-2.03912065488674	min
#000000	1.62312466055847	-1.40800287279099	min
#000000	1.8236465284091	-2.95969650766443	min
#000000	1.72248476499398	-3.2711987286951	min
#000000	1.67566268329655	-3.00714490296513	min
#000000	1.63040563993356	-2.20125598304797	min
#000000	1.62312466055847	-3.09398754746317	min
#000000	1.63851008693496	-1.77083495710797	min
#000000	1.82722411492142	-3.19439854945756	min
#000000	1.73022214150089	-2.70002573424248	min
#000000	1.67832688312899	-3.5788349299141	min
#000000	1.64406148502088	-2.71298464180169	min
#000000	1.62680548626165	-3.5445613654888	min
#000000	1.63623532049494	-1.79097829005498	min
#000000	1.82818401200593	-2.70579375885275	min
#000000	1.72959229765443	-1.86639879546003	min
#000000	1.68181036945077	-3.0916067881824	min
#000000	1.64942884563729	-2.48738947992544	min
#000000	1.63040563993356	-3.28663672460398	min
#000000	1.64296630020017	-2.93807910200048	min
#000000	1.81724170397119	-2.05886971021851	min
#000000	1.72704626726798	-2.20007815972044	min
#000000	1.67203892890959	-2.02982916479978	min
#000000	1.64075348118443	-1.96292774422884	min
#000000	1.61808543795914	-2.12599688565565	min
#000000	1.62801433742922	-1.86848686829987	min
#000000	1.82786478490271	-1.9844228271248	min
#000000	1.68605865521564	-2.25899685884223	min
#000000	1.65462322824375	-2.69033473399554	min
#000000	1.63623532049494	-3.18976259404221	min
#000000	1.72380214464442	0.183581085799827	min
#000000	1.59624606804037	-1.20787392340381	min
#000000	1.51129561446017	-1.53644291615841	min
#000000	1.45639382304436	-1.34370899470483	min
#000000	1.82945360871855	-0.954596914314392	min
#000000	1.73995613014164	-2.39273034682533	min
#000000	1.68855330755176	-1.63006966477377	min
#000000	1.66162385851159	-1.51253912131126	min
#000000	1.63963565507242	-1.48108422067189	min
#000000	1.64942884563729	-1.43465539527124	min
#000000	1.73271548071837	-2.61867076299931	min
#000000	1.86825317323007	-0.542510537570657	min
#000000	1.79606119914403	-3.54262514908842	min
#000000	1.78610128168745	-2.81160899771434	min
#000000	1.75292181070918	-0.792922331683198	min
#000000	1.68437314927593	-2.04812440581892	min
#000000	1.65462322824375	-1.12751091399707	min
#000000	1.63392835422899	-2.28259610463817	min
#000000	1.82722411492142	-2.56017577687919	min
#000000	1.7283246555495	-0.954856204618279	min
#000000	1.67920502172069	-2.22676796120045	min
#000000	1.64296630020017	-2.41101486556409	min
#000000	1.62801433742922	-3.54576993693756	min
#000000	1.64075348118443	-2.61594098506025	min
#000000	1.80611833994117	0.225686006928294	min
#000000	1.64296630020017	-2.28160383146924	min
#000000	1.67832688312899	-2.01644663187009	min
#000000	1.64622987198262	-1.37369995977665	min
#000000	1.62801433742922	-1.77762759934884	min
#000000	1.64406148502088	-0.670996283032258	min
#000000	1.65152676960581	-2.18601721157439	min
#000000	1.61288792166534	-1.11040344044104	min
#000000	1.60338227392527	-0.565802496756339	min
#000000	1.79485354671244	0.266660165190947	min
#000000	1.6910086860166	-2.11470705832876	min
#000000	1.61420264720442	-2.85725043048051	min
#000000	1.59031111151726	-2.16518198648635	min
#000000	1.59031111151726	-1.88946321190141	min
#000000	1.60615385014149	-0.453861102168813	min
#000000	1.82560936331963	-2.72632742837356	min
#000000	1.72768681532472	-1.90595442283565	min
#000000	1.67744381527656	-2.97209037285067	min
#000000	1.63963565507242	-3.09455482748109	min
#000000	1.62187920421241	-2.29475270933236	min
#000000	1.63851008693496	-1.43092274922776	min
#000000	1.68772617824372	-1.87018523709238	min
#000000	1.65965474833333	-1.31885410965522	min
#000000	1.63851008693496	-2.18431485672538	min
#000000	1.57777944725274	-0.538162690032124	min
#000000	1.54176463442812	-2.22195817001415	min
#000000	1.57115110896884	-0.885128907092929	min
#000000	1.55523479881416	-0.866708439095067	min
#000000	1.82463141352458	-2.064918351765	min
#000000	1.72248476499398	-1.98854269590267	min
#000000	1.67295269137445	-2.96466488170219	min
#000000	1.63392835422899	-2.48815928133211	min
#000000	1.62558767318528	-2.23114674667139	min
#000000	1.63851008693496	-1.07536400881032	min
#000000	1.68352353885613	-2.39771477034116	min
#000000	1.65256556529519	-1.70308462923906	min
#000000	1.63040563993356	-2.1496881041986	min
#000000	1.68094671489461	-2.12875746416663	min
#000000	1.65048122380753	-1.29351612956701	min
#000000	1.63276252875225	-1.97675479139675	min
#000000	1.81052923975445	0.226583037805204	min
#000000	1.708642484306	-2.10945361064015	min
#000000	1.65359769170101	-1.84337104749451	min
#000000	1.61808543795914	-2.84407900387753	min
#000000	1.60888021170078	-2.36710984706105	min
#000000	1.62558767318528	-1.82637466358501	min
#000000	1.79322725574264	-1.97968095271626	min
#000000	1.68855330755176	-2.36159385353751	min
#000000	1.64075348118443	-3.1296558831148	min
#000000	1.6047738008405	-2.35882574469642	min
#000000	1.58571921956013	-3.79763663402276	min
#000000	1.61680125683511	-1.35753044112719	min
#000000	1.709365223977	-3.32889151351815	min
#000000	1.65564225297093	-3.41144149929962	min
#000000	1.61808543795914	-3.34992801358554	min
#000000	1.60888021170078	-3.38819603337027	min
#000000	1.62436077364851	-3.12576459751503	min
#000000	1.78738484982998	-1.31397172940213	min
#000000	1.68937607351134	-1.49585814083657	min
#000000	1.61935972946482	-2.06855191837694	min
#000000	1.58571921956013	-1.40115524222409	min
#000000	1.58099983724182	-2.91468095306809	min
#000000	1.6047738008405	-0.589832797056108	min
#000000	1.80943940202213	-1.65158002994471	min
#000000	1.69969364431463	-2.55263684738448	min
#000000	1.65256556529519	-2.47816313738873	min
#000000	1.61288792166534	-1.7178312456369	min
#000000	1.58726369730255	-1.96338073299647	min
#000000	1.61680125683511	-2.11145779690343	min
#000000	1.81268388279161	-1.68422787245821	min
#000000	1.69019451893303	-2.71690126123099	min
#000000	1.64514931173688	-1.94950152975143	min
#000000	1.58571921956013	-1.60550006363047	min
#000000	1.59181450560137	-1.80162102277826	min
#000000	1.8119693354073	-1.86491710835819	min
#000000	1.70497683162916	-2.0469968794678	min
#000000	1.65256556529519	-1.83889111771498	min
#000000	1.61808543795914	-2.32898529879789	min
#000000	1.6047738008405	-3.34813268525329	min
#000000	1.61550704222902	-1.67712446482476	min
#000000	1.68181036945077	-0.709716210241188	min
#000000	1.64730325573662	-0.924197715766052	min
#000000	1.62680548626165	-0.918049018762426	min
#000000	1.49388053980827	-0.318986329550046	min
#000000	1.76681808265748	-2.5205753262717	min
#000000	1.66453268051606	-1.47310015834123	min
#000000	1.5933046536325	-2.06869020534695	min
#000000	1.54958815810917	-1.99466462802819	min
#000000	1.57614622446784	-3.1906082132122	min
#000000	1.57283234245699	-0.992318939322677	min
#000000	1.79322725574264	-1.90673793845344	min
#000000	1.68094671489461	-2.61389505263572	min
#000000	1.62558767318528	-2.40426926905549	min
#000000	1.58879425075762	-2.27885876062981	min
#000000	1.56425716004716	-2.22690520951125	min
